X,Y,OBJECTID,NCES_TYPE,COLLEGE,CAMPUS,ADDRESS,CITY,ZIPCODE,PLUS_FOUR,GEOG_TOWN,MAIN_TEL,URL,NCES_ID,TYPE,CATEGORY,DEGREEOFFR,AWARDSOFFR,LARGEPROG,CAMPUSSETT,CAMPUSHOUS,L_SRC
107177.297700003,928280.747400001,161,"2-year, Public",Greenfield Community College,,1 College Drive,Greenfield,01301,,GREENFIELD,(413) 775-1000,http://www.gcc.mass.edu,165981,PUB,Community College,"C, A","Less than one year certificate;One but less than two years certificate;Associate's degree",,Town: Distant,No,nces.ed.gov
253737.364200003,929304.892299999,162,"4-year, Private not-for-profit",Gordon-Conwell Theological Seminary,South Hamilton,130 Essex Street,South Hamilton,01982,,HAMILTON,(978) 468-7111,http://www.gordonconwell.edu,165945,PRI,Divinity School,"PBC, M, D","Postbaccalaureate certificate;Master's degree;Doctor's degree",Evangelical Seminary,Suburb: Large,Yes,nces.ed.gov
215733.0942,932577.130899999,163,"< 2-year, Private for-profit",Lowell Academy Hairstyling Institute,,136 Central Street,Lowell,01852,,LOWELL,(978) 453-3235,http://www.lowellacademy.com,166498,PRI,Private Vocational School,C,One but less than two years certificate,"Cosmetology/Cosmetologist, General",Suburb: Large,No,nces.ed.gov
215860.100900002,932686.9626,164,"2-year, Public",Middlesex Community College,Lowell,33 Kearney Square,Lowell,01852,,LOWELL,(978) 656-3200,https://www.middlesex.mass.edu/,166887,PUB,Community College,"C, A","Less than one year certificate;One but less than two years certificate;Associate's degree",,Suburb: Large,No,nces.ed.gov
209360.820900001,933716.456300002,165,"< 2-year, Public",Greater Lowell Technical School Adult Education,,250 Pawtucket Boulevard,Tyngsboro,01879,,TYNGSBOROUGH,(978) 441-4870,https://www.gltech.org/domain/71,382416,PUB,Adult Education,C,One but less than two years certificate,"Practical Nursing, Vocational Nursing and Nursing Assistants, Other",Suburb: Large,No,nces.ed.gov
214353.928400002,933813.537300002,166,"4-year, Public",University of Massachusetts Lowell,Lowell,1 University Avenue,Lowell,01854,2894,LOWELL,(978) 934-4000,http://www.uml.edu,166513,PUB,University of Massachusetts,"C, A, B, PBC, M, PMC, D","Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice",,Suburb: Large,Yes,nces.ed.gov
229546.021200001,934065.0359,167,"< 2-year, Private for-profit",David Nicholas International,,18 Park Street,Andover,01810,,ANDOVER,(617) 242-0177,https://www.dnimakeup.com/,,PRI,Private Vocational School,C,,Cosmetology,Suburb: Large,No,mass.gov
230796.080799997,935420.122699998,168,"4-year, Private not-for-profit",Merrimack College,,315 Turnpike Street,North Andover,01845,,NORTH ANDOVER,(978) 837-5000,http://www.merrimack.edu,166850,PRI,Liberal Arts College,"B, M, PMC","Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate",Business Program,Suburb: Large,Yes,nces.ed.gov
68774.9993999973,936087.722399998,169,"< 2-year, Public",Charles H. McCann Technical School Adult Evening Classes,,70 Hodges Cross Road,North Adams,01247,,NORTH ADAMS,(413) 663-5383,https://www.mccanntech.org/educational-programs/adult-evening-courses,419095,PUB,Adult Education,C,One but less than two years certificate,Licensed Practical/Vocational Nurse Training,Rural: Fringe,No,nces.ed.gov
224618.854199998,936877.9109,170,"4-year, Private not-for-profit",Massachusetts School of Law,,500 Federal Street Woodland Park,Andover,01810,,ANDOVER,(978) 681-0800,http://www.mslaw.edu,369002,PRI,Law School,D,Doctor's degree - professional practice,Law,Suburb: Large,No,nces.ed.gov
230158.504799999,939731.651500002,171,"< 2-year, Private for-profit",Spa Tech Institute,North Andover,202 Sutton Street,North Andover,01845,,NORTH ANDOVER,(978) 620-5250,https://www.spatech.edu/,,PRI,Private Vocational School,C,Less than one year certificate,Aesthetician/Esthetician and Skin Care Specialist,Suburb: Large,No,IN-WEBSITE
227044.155199997,938920.783500001,172,"< 2-year, Private for-profit",VIP Beauty Academy,,100 Water Street,Lawrence,01841,,LAWRENCE,(978) 683-0407,https://vipbeautyacademy.org/,,PRI,Private Vocational School,C,,Cosmetology,Suburb: Midsize,No,mass.gov
68608.0451999977,939125.6096,173,"4-year, Public",Massachusetts College of Liberal Arts,,375 Church Street,North Adams,01247,4100,NORTH ADAMS,(413) 662-5000,http://www.mcla.edu,167288,PUB,State University,"C, B, PBC, M, PMC","Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate",,Town: Fringe,Yes,nces.ed.gov
251194.820600003,954858.348000001,174,"2-year, Public",Northern Essex Community College,Salisbury Satellite Location,80 Elm Street,Salisbury,01952,,SALISBURY,(978) 556-3000,http://www.necc.mass.edu/,167376,PUB,Community College,"C, A","Less than one year certificate;One but less than two years certificate;Associate's degree",,Suburb: Large,No,nces.ed.gov
227244.758599997,939687.5013,175,"2-year, Public",Northern Essex Community College,Lawrence,45 Franklin Street,Lawrence,01840,,LAWRENCE,(978) 738-7000,http://www.necc.mass.edu,167376,PUB,Community College,"C, A","Less than one year certificate;One but less than two years certificate;Associate's degree",,Suburb: Large,No,nces.ed.gov
226475.641199999,940528.347399998,176,"< 2-year, Private for-profit",Lawrence Training School,,530 Broadway Street,Lawrence,01841,,LAWRENCE,(978) 794-0449,https://ltsacademyofcosmetology.com/,,PRI,Technical Institute,C,,Cosmetology,Suburb: Midsize,No,mass.gov
60504.3351999968,941633.828499999,177,"4-year, Private not-for-profit",Williams College,,880 Main Street,Williamstown,01267,,WILLIAMSTOWN,(413) 597-2211,http://www.williams.edu,168342,PRI,Liberal Arts College,"B, M","Bachelor's degree;Master's degree",,Town: Fringe,Yes,nces.ed.gov
231412.971600004,942351.056899998,178,"< 2-year, Private for-profit",New England Tractor Trailer Training School of Massachusetts,North Andover,1600 Osgood Street,North Andover,01845,1048,NORTH ANDOVER,(978) 965-2969,https://nettts.com/,468963,PRI,Technical Institute,C,"Less than one year certificate;One but less than two years certificate",Truck and Bus Driver/Commercial Vehicle Operator and Instructor,Suburb: Large,No,nces.ed.gov
234436.510600001,946139.1065,179,"4-year, Private not-for-profit",Northpoint Bible College,,320 South Main Street,Haverhill,01835,,HAVERHILL,(978) 478-3400,http://www.northpoint.edu/,217606,PRI,Divinity School,"C, A, B, M","One but less than two years certificate;Associate's degree;Bachelor's degree;Master's degree",Pentecostal Ministry,Suburb: Large,Yes,nces.ed.gov
237029.944200002,949638.277899999,180,"2-year, Public",Northern Essex Community College,Haverhill,100 Elliott Street,Haverhill,01830,,HAVERHILL,(978) 556-3000,http://www.necc.mass.edu,167376,PUB,Community College,"C, A","Less than one year certificate;One but less than two years certificate;Associate's degree",,Suburb: Large,No,nces.ed.gov
231210.581699997,902878.373399999,181,"4-year, Private not-for-profit",Harvard University,Main Campus,8 Garden Street/Radcliffe Yard,Cambridge,02138,,CAMBRIDGE,(617) 495-1000,http://www.harvard.edu,166027,PRI,Liberal Arts College,"A, B, PBC, M, PMC, D","Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice",,City: Midsize,Yes,IN-WEBSITE
231794.304200001,902886.790899999,182,"4-year, Private not-for-profit",Harvard University,Graduate School of Design,48 Quincy Street,Cambridge,02138,,CAMBRIDGE,(617) 495-3880,http://www.gsd.harvard.edu,166027,PRI,Research University,"A, B, PBC, M, PMC, D","Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice",,City: Midsize,Yes,IN-WEBSITE
235460.117200002,902864.0517,183,"2-year, Public",Bunker Hill Community College,Charlestown,250 New Rutherford Avenue,Boston,02129,2925,BOSTON,(617) 228-2000,http://www.bhcc.mass.edu,165112,PUB,Community College,"C, A","Less than one year certificate;Associate's degree",,City: Large,No,nces.ed.gov
231013.570500001,903182.1448,184,"4-year, Private not-for-profit",Longy School of Music of Bard College,,27 Garden Street,Cambridge,02138,,CAMBRIDGE,(617) 876-0956,https://longy.edu/,166489,PRI,Performing Arts College,"C, PBC, M, PMC","Two but less than 4 years certificate;Postbaccalaureate certificate;Master's degree;Post-master's certificate",Music,City: Midsize,No,nces.ed.gov
231390.415200002,903243.5984,185,"4-year, Private not-for-profit",Harvard University,Law School,1585 Massachusetts Avenue,Cambridge,02138,,CAMBRIDGE,(617) 496-8214,http://www.law.harvard.edu,166027,PRI,Research University,"A, B, PBC, M, PMC, D","Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice",,City: Midsize,Yes,IN-WEBSITE
231516.828699999,903379.1296,186,"4-year, Private not-for-profit",Lesley University,,29 Everett Street,Cambridge,02138,2790,CAMBRIDGE,(617) 868-9600,http://www.lesley.edu,166452,PRI,Private University,"C, A, B, PBC, M, PMC, D","Associate's degree;Two but less than 4 years certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship",Education Program,City: Midsize,Yes,nces.ed.gov
239081.250799999,903416.787599999,187,"< 2-year, Private for-profit",East Boston Beauty Academy,,4 Neptune Road,Boston,02128,,BOSTON,(617) 569-2590,https://suffolkbeautygroup.com/,,PRI,Private Vocational School,C,,Cosmetology,City: Large,No,mass.gov
230634.224200003,903514.900899999,188,"4-year, Private not-for-profit",Harvard-Smithsonian,Center for Astrophysics,60 Garden Street,Cambridge,02138,,CAMBRIDGE,(617) 495-7461,http://cfa-www.harvard.edu,166027,PRI,Research University,"A, B, PBC, M, PMC, D","Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice",,City: Midsize,Yes,nces.ed.gov
223159.2742,921938.990899999,189,"< 2-year, Public",Shawsheen Valley School of Practical Nursing,,100 Cook Street,Billerica,01821,,BILLERICA,(978) 667-2111,https://www.shawsheenpracticalnursing.com/,412535,PUB,Adult Education,C,One but less than two years certificate,Licensed Practical/Vocational Nurse Training,Suburb: Large,No,nces.ed.gov
251239.383400001,922369.2991,190,"4-year, Private not-for-profit",Montserrat College of Art,,23 Essex Street,Beverly,01915,,BEVERLY,(978) 922-8222,http://www.montserrat.edu,166911,PRI,Visual Arts College,B,Bachelor's degree,Visual Arts,Suburb: Large,Yes,nces.ed.gov
253929.425300002,922741.507399999,191,"4-year, Private not-for-profit",Endicott College,,376 Hale Street,Beverly,01915,,BEVERLY,(978) 927-0585,http://www.endicott.edu,165699,PRI,Liberal Arts College,"C, A, B, PBC, M, PMC, D","Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship",,Suburb: Large,Yes,nces.ed.gov
170371.124200001,923409.820900001,192,"< 2-year, Public",Montachusett Regional Vocational Technical School Practical Nursing Program,,1050 Westminster Street,Fitchburg,01420,,FITCHBURG,(978) 345-9200,https://www.montytech.net/domain/71,433040,PUB,Medical Program,C,One but less than two years certificate,Licensed Practical/Vocational Nurse Training,Suburb: Midsize,No,nces.ed.gov
115464.934199996,904448.5909,193,"4-year, Public",University of Massachusetts Amherst,Main Campus,181 Presidents Drive,Amherst,01003,9291,AMHERST,(413) 545-0111,http://www.umass.edu,166629,PUB,University of Massachusetts,"C, A, B, PBC, M, D","Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice",,Suburb: Large,Yes,nces.ed.gov
234384.394199997,904589.810899999,194,"< 2-year, Private for-profit",Lincoln Technical Institute,Somerville,5 Middlesex Avenue,Somerville,02145,,SOMERVILLE,(617) 776-3500,https://www.lincolntech.edu/campus/somerville-ma,165556,PRI,Technical Institute,C,"Less than one year certificate;One but less than two years certificate",Medical/Clinical Assistant,Suburb: Large,No,nces.ed.gov
231416.401900001,906514.072700001,195,"4-year, Private not-for-profit",Tufts University,Medford/Somerville Campus,419 Boston Avenue,Medford,02155,,MEDFORD,(617) 628-5000,http://www.tufts.edu,168148,PRI,Research University,"C, B, PBC, M, PMC, D","Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice",,Suburb: Large,Yes,nces.ed.gov
236668.854800001,906346.1219,196,"< 2-year, Private for-profit",Flavia Leal Beauty School,Everett,20 Chelsea Street,Everett,02149,,EVERETT,(781) 995-4009,https://flavialeal.com/,,PRI,Private Vocational School,C,,Cosmetology,City: Small,No,mass.gov
230768.878300004,907208.771600001,197,"< 2-year, Private for-profit",Elizabeth Grady School of Esthetics and Massage Therapy,,222 Boston Avenue,Medford,02155,,MEDFORD,(781) 391-9380,http://www.elizabethgrady.com,362782,PRI,Private Vocational School,C,Less than one year certificate,Aesthetician/Esthetician and Skin Care Specialist,Suburb: Large,No,nces.ed.gov
248777.8345,907714.489799999,198,"4-year, Private not-for-profit",Northeastern University,Coastal Sustainability Institute,430 Nahant Road,Nahant,01908,,NAHANT,(781) 581-7370,https://csi.northeastern.edu/,167358,PRI,Research University,"B, M, PMC, D","Bachelor's degree;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice;Doctor's degree - other",,City: Large,Yes,nces.ed.gov
232004.0634,908484.315699998,199,"2-year, Private not-for-profit",Lawrence Memorial Hospital/Regis College School of Nursing,,170 Governors Avenue,Medford,02155,,MEDFORD,(781) 306-6600,http://www.lmregis.org,166407,PRI,Medical Program,A,Associate's degree,Licensed Practical/Vocational Nurse Training,Suburb: Large,No,nces.ed.gov
228315.144500002,914684.2152,200,"< 2-year, Private for-profit",Blessing Channels Nail Academy,,"76 Winn Street, #1C",Woburn,01801,,WOBURN,(781) 729-8868,https://www.bcnailschool.com/,,PRI,Private Vocational School,C,,Cosmetology,Suburb: Large,No,mass.gov
230826.562799998,914876.647399999,201,"< 2-year, Private for-profit",Woburn Electrical School,,14 Orange Street,Woburn,01801,,WOBURN,(781) 223-1924,http://woburnelectricalschool.com/,,PRI,Private Occupational Program,C,,Electrician,Suburb: Large,No,mass.gov
229828.684199996,915922.350900002,202,"< 2-year, Private for-profit",Catherine Hinds Institute of Esthetics,,300 Wildwood Avenue,Woburn,01801,,WOBURN,(781) 935-3344,http://www.catherinehinds.edu,165255,PRI,Private Vocational School,C,"Less than one year certificate;One but less than two years certificate",Master Aesthetician/Esthetician,Suburb: Large,No,nces.ed.gov
230629.012199998,916196.130199999,203,"< 2-year, Private for-profit",Millennium Training Institute,,600 West Cummings Park,Woburn,01801,,WOBURN,(888) 388-9981,https://www.millennium.edu/,451264,PRI,Technical Institute,C,Less than one year certificate,Accounting Technology/Technician and Bookkeeping,Suburb: Large,No,nces.ed.gov
230866.413199998,916502.824999999,204,"< 2-year, Private for-profit",Flavia Leal Beauty School,Woburn,36 Cummings Park,Woburn,01801,,WOBURN,(781) 995-4009,https://flavialeal.com/,,PRI,Private Vocational School,C,,Cosmetology,Suburb: Large,No,mass.gov
236141.932999998,917089.8266,205,"< 2-year, Private for-profit",Hair's How,,99 Preston Street,Wakefield,01880,,WAKEFIELD,(781) 224-4800,https://www.hairshowschool.com/,,PRI,Private Vocational School,C,,Cosmetology,Suburb: Small,No,mass.gov
250107.289399996,917187.0601,206,"4-year, Public",Salem State University,,352 Lafayette Street,Salem,01970,5353,SALEM,(978) 542-6000,http://www.salemstate.edu,167729,PUB,State University,"B, PBC, M, PMC","Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate",,Suburb: Large,Yes,nces.ed.gov
105298.589599997,896562.166999999,207,"4-year, Private not-for-profit",Conway School of Landscape Design,Main Campus,88 Village Hill Road,Northampton,01060,,NORTHAMPTON,(413) 369-4044,http://www.csld.edu,165495,PRI,Graduate Landscape Program,M,Master's degree,Landscape Design,Suburb: Large,No,nces.ed.gov
218558.577699997,919363.394900002,208,"2-year, Public",Middlesex Community College,Bedford,591 Springs Road,Bedford,01730,,BEDFORD,(781) 280-3200,https://www.middlesex.mass.edu/,166887,PUB,Community College,"C, A","Less than one year certificate;One but less than two years certificate;Associate's degree",,Suburb: Large,No,nces.ed.gov
249467.031499997,816371.8759,209,"4-year, Public",University of Massachusetts Dartmouth School for Marine Science and Technology,New Bedford - East,836 South Rodney French Boulevard,New Bedford,02744,1221,NEW BEDFORD,(508) 999-8193,http://www.umassd.edu/smast/,167987,PUB,University of Massachusetts,"C, B, PBC, M, PMC, D","Less than one year certificate;One but less than two years certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice",Marine Science & Technology,Suburb: Midsize,Yes,nces.ed.gov
275611.602200001,796868.8508,210,"2-year, Public",Cape Cod Community College Adult and Continuing Education - Martha's Vineyard,Martha's Vineyard,100 Edgartown Vineyard Haven Road,Oak Bluffs,02557,,OAK BLUFFS,(508) 367-5792,https://www.capecod.edu/mv/,165194,PUB,Community College,"C, A","Less than one year certificate;Associate's degree",,City: Small,No,IN-WEBSITE
263654.457400002,851351.940200001,211,"2-year, Public",Cape Cod Community College,Plymouth Municipal Airport,246 South Meadow Road,Plymouth,02360,,PLYMOUTH,(508) 362-2131,http://www.capecod.edu/,165194,PUB,Community College,"C, A","Less than one year certificate;Associate's degree",,City: Small,No,IN-WEBSITE
244326.177000001,860043.7619,212,"2-year, Public",Cape Cod Community College,Burnell Hall at Bridgewater State,66 Hooper Street,Bridgewater,02325,,BRIDGEWATER,(508) 362-2131,http://www.capecod.edu/,165194,PUB,Community College,"C, A","Less than one year certificate;Associate's degree",,City: Small,No,IN-WEBSITE
237824.265199997,904819.180599999,213,"2-year, Public",Bunker Hill Community College,Chelsea,70 Everett Avenue,Chelsea,02150,2917,CHELSEA,(617) 228-2101,https://www.bhcc.edu/chelsea/,165112,PUB,Community College,"C, A","Less than one year certificate;Associate's degree",,City: Large,No,IN-WEBSITE
236978.277800001,891928.036200002,214,"< 2-year, Private for-profit",Millennium Training Institute,Dorchester/Milton Satellite Location,2 Granite Avenue,Milton,02186,,MILTON,(888) 388-9981,https://www.millennium.edu/,451264,PRI,Technical Institute,C,Less than one year certificate,Accounting Technology/Technician and Bookkeeping,Suburb: Large,No,nces.ed.gov
223314.715400003,913855.933800001,215,"< 2-year, Private for-profit",Gould Construction Institute,Burlington,"200 Wheeler Road, North Tower 4th Floor",Burlington,01803,,BURLINGTON,(781) 270-9990,http://www.gwgci.org/,,PRI,Private Occupational Program,C,,Electrician,Suburb: Small,No,mass.gov
237676.509000003,869302.509799998,216,"< 2-year, Private for-profit",Porter And Chester Institute,Brockton,609 Belmont Street,Brockton,02301,,BROCKTON,(774) 360-8300,https://www.porterchester.com,,PRI,Technical Institute,C,One but less than two years certificate,,Suburb: Large,No,mass.gov
